SAMPLE,unsegmented_psm_area,intercept,std_error,t-value,p-value,mean,sd,sem,median,IQR,Date_of_imaging,Microscope,3:22985001,6:15880001,12:20650001,20:14055001,SUM_CAB_READS,SUM_KAGA_READS,TOTAL_READS,PROP_CAB_READS,PROP_KAGA_READS,SUM_GT_CAB,SUM_GT_HET,SUM_GT_KAGA,TOTAL_GT,PROP_CAB_GT,PROP_HET_GT,PROP_KAGA_GT
391,26769,55.695724137931,0.112346773827141,495.748317825536,9.26215669095836e-57,58.96,1.88,0.35,58.99,2.64,10_2_21,AU,-1,1,-1,0,5767133,1638044,7405177,0.7787974548076299,0.22120254519237015,47115,35269,15886,98270,0.47944438791085786,0.35889895186730436,0.1616566602218378
392,24270,58.0627126436781,0.129727534673791,447.574316352198,1.62050666985072e-55,62.09,2.31,0.43,61.86,4.15,10_2_21,AU,0,1,-1,0,5034291,3353665,8387956,0.6001809022364925,0.3998190977635076,28683,49243,22568,100494,0.28542002507612396,0.4900093537922662,0.22457062113160986
393,27512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,0,NA,1,4814966,1550328,6365294,0.7564404723489598,0.24355952765104016,38895,41890,13688,94473,0.4117049315677495,0.4434071110264308,0.14488795740581964
394,31439,51.1669425287356,0.32935172702514,155.356533244564,1.17667230921864e-42,55.39,2.55,0.47,54.47,5.05,10_2_21,AU,-1,1,0,0,3381990,3268064,6650054,0.5085657951048217,0.4914342048951783,30076,45704,21631,97411,0.3087536315200542,0.4691872581125335,0.2220591103674123
395,26216,55.781908045977,0.281421938461391,198.214497245494,1.29038072938902e-45,59.17,2.06,0.38,58.54,3.92,10_2_21,AU,-1,NA,-1,1,3887729,2056787,5944516,0.6540026135012506,0.34599738649874945,31265,44738,17400,93403,0.3347322891127694,0.4789781912786527,0.18628951960857787
396,27093,57.3540229885057,0.404645577989446,141.738909574842,1.53044004427854e-41,56.99,1.08,0.2,57.19,0.84,10_2_21,AU,-1,NA,NA,1,2798698,2271471,5070169,0.5519930400742066,0.4480069599257934,25328,43093,20242,88663,0.28566594859185906,0.4860313772374045,0.22830267417073638
397,24653,54.2477471264367,0.153638334229619,353.087316381348,1.23787707581078e-52,56.27,1.22,0.23,56.88,1.42,10_2_21,AU,-1,1,-1,1,4414644,2935866,7350510,0.6005901631315378,0.3994098368684622,24711,57923,14452,97086,0.2545269142821828,0.5966153719382815,0.14885771377953566
398,26876,54.5268965517241,0.149709401407091,364.2182524226,5.1919255681201e-53,56.98,1.44,0.27,57.03,3.16,10_2_21,AU,-1,-1,NA,1,2430682,2086725,4517407,0.5380701805261292,0.46192981947387074,20248,36420,26976,83644,0.24207354980632204,0.4354167662952513,0.32250968389842666
399,25894,61.3171921182266,0.775873997539366,79.0298325664864,1.74129026117698e-33,58.62,2.52,0.48,57.79,3.32,10_2_21,AU,-1,1,-1,1,3730346,1236881,4967227,0.7509916498682263,0.24900835013177372,40259,33208,13466,86933,0.4631037695696686,0.38199532973669376,0.15490090069363763
400,23041,53.1917471264368,0.249924465720884,212.831292738829,1.76226487827756e-46,54.85,1.15,0.21,55.08,2.33,11_2_21,AU,-1,-1,NA,1,4955541,3702222,8657763,0.5723812259587148,0.4276187740412853,29643,51498,15891,97032,0.3054971555775414,0.5307321296067277,0.16377071481573088
401,28998,54.9545977011494,0.396542627551114,138.584338436769,2.87169191807394e-41,58.6,2.32,0.43,57.03,3.77,11_2_21,AU,-1,NA,0,1,5524065,4470183,9994248,0.5527244270904624,0.44727557290953757,20731,59230,17794,97755,0.21207099381105826,0.605902511380492,0.1820264948084497
402,29011,54.6508965517242,0.103003729878074,530.572015366963,1.3844287071319e-57,57.7,1.75,0.33,57.94,3.32,11_2_21,AU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
403,30936,56.7789655172414,0.513643298276861,110.5416262759,1.59411813685871e-38,54.26,1.97,0.36,54.62,3.47,11_2_21,AU,-1,NA,NA,0,2625079,1296944,3922023,0.6693175945169113,0.3306824054830887,30037,40390,13071,83498,0.3597331672614913,0.4837241610577499,0.15654267168075883
404,21003,56.5861609195402,0.632487962242362,89.4659887579917,5.85799573195705e-36,54.15,2.16,0.4,54.62,3.02,11_2_21,AU,0,NA,NA,1,2343648,2220196,4563844,0.513525002169224,0.48647499783077597,20672,44368,21351,86391,0.239284184695165,0.5135720156034772,0.24714379970135777
405,23276,61.5445517241379,0.362155219084049,169.939706736229,9.56631704140054e-44,66.68,3.07,0.57,65.48,5.88,11_2_21,AU,NA,NA,NA,1,1375824,966749,2342573,0.5873131808485798,0.41268681915142025,23906,33123,15430,72459,0.3299245090326943,0.4571274789881174,0.21294801197918822
406,26742,56.5554942528736,0.460951060827276,122.693055855805,8.64599715186535e-40,57.3,1.28,0.24,57.19,1.51,11_2_21,AU,-1,-1,NA,0,4852183,2469440,7321623,0.6627195909977883,0.3372804090022117,33157,47465,17120,97742,0.33922980908923495,0.48561519101307526,0.17515499989768984
407,23611,55.6002298850575,0.0711731647808025,781.196537435054,2.73614020631445e-62,58.51,1.66,0.31,58.24,2.63,11_2_21,AU,-1,0,-1,1,4305717,2171026,6476743,0.6647966423864587,0.33520335761354125,31491,38805,23652,93948,0.33519606590880063,0.41304764337718736,0.251756290714012
408,25496,52.694091954023,0.372655446349424,141.401641838917,1.63586340178903e-41,57.48,2.89,0.54,57.19,2.26,11_2_21,AU,-1,-1,-1,1,2911876,1792481,4704357,0.6189742827765835,0.3810257172234165,30171,39102,17460,86733,0.34786067586731695,0.45083186330462455,0.20130746082805853
409,26666,54.379540229885,0.288627141767624,188.407576282852,5.33713601554194e-45,58.38,2.4,0.44,57.34,3.17,11_2_21,AU,0,0,NA,1,1639655,1477687,3117342,0.5259785419758243,0.4740214580241757,27585,30795,19915,78295,0.3523213487451306,0.3933201353854014,0.25435851586946806
410,29568,52.2876551724138,0.439964086146542,118.84528037363,2.10650426702914e-39,60.79,4.97,0.92,59.3,9.35,16_2_21,AU,-1,1,-1,0,7363801,3447200,10811001,0.681139609551419,0.31886039044858105,36700,43962,17936,98598,0.37221850341791923,0.4458711130043206,0.1819103835777602
411,26118,54.4029885057471,0.0815665707849603,666.976531956622,2.28681622128664e-60,54.99,0.4,0.07,54.77,0.54,16_2_21,AU,-1,1,0,1,4715448,3263283,7978731,0.5910022533658548,0.40899774663414523,29769,42082,26463,98314,0.30279512582134793,0.4280366987407694,0.2691681754378827
412,27460,57.1765747126437,0.669206753887018,85.4393270548144,2.11727248616838e-35,58.58,1.93,0.36,58.39,2.64,16_2_21,AU,-1,-1,0,0,3178829,1329485,4508314,0.7051037261379753,0.2948962738620247,28749,43942,12550,85241,0.33726727748383994,0.5155031029668822,0.14722961954927793
413,28356,68.4667816091954,0.244557806436902,279.961546133921,8.20054381121368e-50,64.33,2.44,0.45,65.18,4.75,16_2_21,AU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
414,28205,57.2599540229885,0.122963431284551,465.666527233474,5.34364018846508e-56,61.08,2.19,0.41,61.41,4.08,16_2_21,AU,-1,NA,NA,0,2711632,1686552,4398184,0.6165344605864602,0.3834655394135398,28756,33483,22207,84446,0.34052530611278214,0.39650190654382683,0.262972787343391
415,27223,59.0925747126437,0.159954604884161,369.433407406048,3.48721212898015e-53,62.29,1.86,0.35,62.76,3.62,16_2_21,AU,-1,1,-1,1,2670007,1566271,4236278,0.6302719037796859,0.36972809622031416,28869,33760,20383,83012,0.34776899725340915,0.40668818965932635,0.2455428130872645
416,29379,58.7542528735632,0.0681752220206238,861.812417065387,1.74951708084472e-63,61.16,1.38,0.26,61.26,2.56,16_2_21,AU,-1,0,0,0,3645216,1774939,5420155,0.6725298446262146,0.32747015537378543,32255,46544,12784,91583,0.3521941845102257,0.5082165904152517,0.13958922507452257
417,26480,55.5191264367816,0.155642451721106,356.709405582134,9.30241610624513e-53,56.32,0.61,0.11,55.98,0.3,16_2_21,AU,-1,NA,NA,1,816139,558235,1374374,0.5938259891412381,0.40617401085876187,20184,30287,16138,66609,0.3030221141287213,0.454698314041646,0.24227957182963264
418,25055,52.995540229885,0.347580146030638,152.469986663777,1.98819821191367e-42,56.74,2.32,0.43,56.28,4.68,16_2_21,AU,-1,NA,-1,1,3362039,2294793,5656832,0.5943324815020139,0.40566751849798616,31185,48877,11639,91701,0.34007262734321325,0.5330040021373813,0.12692337051940547
419,27039,54.0200459770115,0.163097102660243,331.214013590075,7.41571518060743e-52,55.55,0.97,0.18,55.08,0.83,16_2_21,AU,-1,0,-1,1,6166157,2670858,8837015,0.6977646863788282,0.30223531362117184,39937,46779,16462,103178,0.3870689488069162,0.45338153482331506,0.15954951636976875
420,25354,61.8831264367816,0.306798583277975,201.706037151783,7.9163326520663e-46,64.1,1.49,0.28,63.52,2.64,16_2_21,DB,-1,NA,NA,NA,2241805,1250274,3492079,0.6419685808940748,0.3580314191059252,31489,37648,12149,81286,0.3873852815983072,0.4631547868021553,0.14945993159953744
421,28115,65.5437931034482,0.0807215999654736,811.973413949707,9.27419887258191e-63,66.12,0.39,0.07,65.93,0.6,16_2_21,DB,0,NA,NA,0,1643665,708154,2351819,0.6988909435632589,0.3011090564367411,27553,29267,17907,74727,0.36871545759899366,0.39165228096939525,0.23963226143161107
422,24636,67.3242068965517,0.414930146073982,162.25431565666,3.49103114068512e-43,66.24,1.25,0.23,66.53,1.73,16_2_21,DB,NA,NA,NA,1,1420599,830708,2251307,0.631010786178873,0.36898921382112704,21648,32841,11767,66256,0.32673267326732675,0.49566831683168316,0.1775990099009901
423,27920,60.1893506493506,0.767379541039797,78.4349170526415,2.25244697335168e-26,59.47,1.74,0.38,58.99,2.86,16_2_21,DB,-1,0,NA,1,4425217,2082426,6507643,0.6800030364296259,0.3199969635703741,35326,46904,10684,92914,0.3802010461286781,0.5048109004025227,0.1149880534687991
424,25651,62.9414942528736,0.271155739008797,232.123039265017,1.5542906173044e-47,62.48,0.76,0.14,62.61,1.43,16_2_21,DB,-1,0,-1,0,3441630,2137464,5579094,0.6168797299346453,0.3831202700653547,34197,38152,18865,91214,0.37490955335803716,0.41826912535356414,0.20682132128839872
425,28960,59.468551724138,0.505738239237847,117.587611752984,2.83584587551432e-39,60.77,1.52,0.28,61.11,2.34,16_2_21,DB,-1,NA,NA,1,3488228,2228929,5717157,0.6101333232583958,0.38986667674160425,32274,43637,14580,90491,0.3566542529091291,0.4822247516327591,0.16112099545811184
426,29342,58.1340919540229,0.166058566626741,350.081860484164,1.57255197446226e-52,60.8,1.58,0.29,61.26,2.94,16_2_21,DB,-1,1,NA,0,4388433,2133568,6522001,0.6728660421855195,0.32713395781448057,29991,46859,18964,95814,0.3130127121297514,0.4890621412319703,0.19792514663827834
427,24755,61.9530344827586,0.237122214518733,261.270478636932,5.67226872916123e-49,62.29,0.65,0.12,62.31,1.12,16_2_21,DB,-1,NA,0,1,4116281,2010608,6126889,0.6718386770186305,0.3281613229813695,35691,39423,15005,90119,0.39604300979815577,0.4374549207159423,0.166502069485902
428,23493,61.9569885057471,0.252447918369324,245.424834183445,3.26773591979853e-48,62.67,0.78,0.14,62.46,0.9,16_2_21,DB,-1,0,NA,1,2146763,1338297,3485060,0.6159902555479676,0.3840097444520324,29639,39668,17658,86965,0.34081527051112515,0.45613752659115736,0.20304720289771747
429,31039,59.006275862069,0.171010213353235,345.045332118187,2.35929464605041e-52,60.65,1.04,0.19,60.2,1.13,17_2_21,DB,-1,1,NA,1,6166947,3295450,9462397,0.6517320082850043,0.3482679917149957,35108,45297,15076,95481,0.36769619086519834,0.4744085210670186,0.1578952880677831
430,20435,60.5837931034483,0.111459218451995,543.551210432555,7.03730880476426e-58,62.65,1.21,0.22,62.46,2.41,17_2_21,DB,0,-1,NA,NA,1902683,1332474,3235157,0.5881269440710296,0.4118730559289704,21305,43762,16899,81966,0.25992484688773393,0.5339043017836664,0.20617085132859966
431,28255,62.7525287356322,0.145744805060112,430.564428761286,4.79447329376387e-55,65.23,1.46,0.27,64.88,2.63,17_2_21,DB,-1,1,NA,0,6831678,4615345,11447023,0.5968082705870339,0.40319172941296616,34321,47272,24114,105707,0.32468048473611016,0.4471983879970106,0.2281211272668792
432,27895,61.139724137931,0.209228444310159,292.215163858399,2.47225211823704e-50,63.89,1.66,0.31,63.37,2.87,17_2_21,DB,0,NA,-1,1,4170264,2054505,6224769,0.6699467883868462,0.3300532116131538,34462,52900,13098,100460,0.3430420067688632,0.5265777423850289,0.1303802508461079
433,26345,63.1431494252874,0.0945896210958589,667.54839160733,2.23259670862528e-60,64.91,1.04,0.19,64.72,2.04,17_2_21,DB,-1,0,-1,1,8040820,3036502,11077322,0.7258812193055325,0.2741187806944675,44871,46334,14278,105483,0.42538608116947757,0.43925561464880597,0.1353583041817165
434,27485,62.915908045977,0.174997087487787,359.525458104369,7.46437566890495e-53,63.68,0.63,0.12,63.52,0.23,17_2_21,DB,0,0,0,1,8259731,4595825,12855556,0.642502821348217,0.35749717865178293,37822,49232,20835,107889,0.35056400559834644,0.45632084827924996,0.19311514612240357
435,24800,60.6610114942528,0.0558188608633283,1086.74757162781,2.6482216992657e-66,63.56,1.65,0.31,63.67,2.87,17_2_21,DB,-1,-1,0,1,8747540,5024061,13771601,0.6351868602641044,0.36481313973589563,35396,49713,16021,101130,0.3500049441313161,0.4915752002373183,0.15841985563136557
436,27464,60.0357471264368,0.122585317281396,489.746638976545,1.30259556136226e-56,61.65,0.97,0.18,62.01,1.43,17_2_21,DB,-1,1,-1,0,8841064,4234655,13075719,0.6761436216241723,0.32385637837582776,38510,42740,20574,101824,0.37820160276555626,0.4197438717787555,0.20205452545568825
437,24686,57.5336551724138,0.545911515780718,105.39007423233,6.04653848742592e-38,60.14,2.06,0.38,60.2,3.24,18_2_21,AU,-1,-1,-1,1,3503141,3190677,6693818,0.5233397442237001,0.4766602557762999,29058,46772,26345,102175,0.2843944213359432,0.4577636408123318,0.257841937851725
438,28318,54.5287586206897,0.0849220257745388,642.103837294923,6.62750573797098e-60,55.59,0.64,0.12,55.38,1.12,18_2_21,AU,-1,0,NA,0,7268143,5551494,12819637,0.5669538848876923,0.4330461151123078,27027,56505,21890,105422,0.25636963821593217,0.5359886930621692,0.20764166872189865
439,29000,59.8991954022989,0.364718119316626,164.234218783899,2.48665995155733e-43,59.82,0.96,0.18,59.75,1.51,18_2_21,AU,-1,1,NA,1,5237133,3325743,8562876,0.6116091135735237,0.38839088642647634,29347,51497,22815,103659,0.2831109696215476,0.4967923672811816,0.22009666309727086
440,26451,54.5059540229885,0.539760491943709,100.981740672996,1.99425386019857e-37,56,1.65,0.31,56.13,2.95,18_2_21,AU,-1,0,NA,NA,4406391,1947994,6354385,0.6934409860277588,0.3065590139722412,37457,45010,15688,98155,0.3816107177423463,0.458560440120218,0.1598288421374357
441,23935,58.9402298850575,0.252694794913622,233.246711334932,1.357805940464e-47,60.14,0.95,0.18,60.5,0.83,18_2_21,AU,0,1,NA,1,6238491,2446753,8685244,0.718286210496792,0.28171378950320797,41811,41794,21399,105004,0.3981848310540551,0.3980229324597158,0.2037922364862291
442,25321,54.7386666666667,0.168270566639847,325.301493658276,1.22781268733396e-51,57.98,1.89,0.35,58.24,3.17,18_2_21,AU,0,-1,-1,0,7619211,3236498,10855709,0.7018621261863228,0.29813787381367723,40823,49555,16793,107171,0.3809146130949604,0.4623918783999403,0.15669350850509933
443,21695,56.5306896551724,0.160824301396969,351.505892854062,1.40362731832211e-52,58.81,1.36,0.25,58.24,2.71,18_2_21,AU,-1,0,-1,1,3901540,3278995,7180535,0.5433494857973674,0.45665051420263253,34647,48234,21734,104615,0.33118577641829566,0.4610619891984897,0.20775223438321463
444,26225,61.9104367816092,0.1927879323008,321.13232422148,1.76176695900062e-51,63.64,1.1,0.2,63.22,1.81,18_2_21,AU,-1,0,NA,1,3120857,1406314,4527171,0.6893614135626863,0.31063858643731374,34668,38103,25652,98423,0.35223474187943876,0.3871351208558975,0.2606301372646638
445,19544,53.1537471264368,0.391594147923065,135.736827039815,5.13140128761718e-41,55.48,1.67,0.31,55.23,1.44,18_2_21,AU,-1,-1,NA,0,6425015,2542160,8967175,0.7165038041523668,0.2834961958476332,54392,38926,12556,105874,0.5137427508170089,0.36766344900542153,0.11859380017756957
446,26223,59.08,0.11914228134277,495.877696264923,9.19473790669317e-57,60.07,0.64,0.12,60.2,1.5,23_3_21,AU,-1,1,NA,1,5422496,3434047,8856543,0.6122587560405905,0.38774124395940945,36642,42463,26588,105693,0.34668331866821833,0.40175792152744266,0.251558759804339
447,23288,56.0509885057471,0.0860614860575285,651.290037779261,4.45271127729403e-60,57.59,0.9,0.17,57.49,1.73,23_3_21,AU,-1,1,-1,1,6276816,6164530,12441346,0.5045126146318895,0.4954873853681105,34043,42783,29846,106672,0.31913716814159293,0.40107057147142644,0.27979226038698063
448,20337,55.582091954023,0.13238032828263,419.866702818233,9.69712650122779e-55,55.95,0.41,0.08,55.68,0.3,23_3_21,AU,-1,1,0,1,6048406,4680727,10729133,0.5637366970844708,0.43626330291552917,22746,51491,23920,98157,0.23173079861853968,0.5245779720244099,0.24369122935705043
449,NA,55.1428735632184,0.151109113090754,364.920900105479,4.91922125195321e-53,54.36,0.6,0.11,54.47,0.53,23_3_21,AU,NA,-1,NA,1,3954145,1454425,5408570,0.7310888090567378,0.26891119094326227,38856,43803,10719,93378,0.4161151448949431,0.4690933624622502,0.11479149264280665
450,20969,58.2587816091954,0.113830772108629,511.801690614898,3.79507526804655e-57,61.73,1.99,0.37,61.56,3.85,23_3_21,AU,0,-1,NA,1,3864893,2010966,5875859,0.6577579550496362,0.34224204495036387,29608,44012,18614,92234,0.321009606002125,0.47717761346141335,0.20181278053646162
451,26332,58.0897241379311,0.21933726901941,264.842014298949,3.87898585269803e-49,58.85,0.72,0.13,58.84,1.36,23_3_21,AU,-1,0,NA,0,2396728,1880937,4277665,0.5602888491735561,0.43971115082644385,21518,43391,23254,88163,0.2440706418792464,0.4921679162460443,0.26376144187470935
452,23987,55.0749425287356,0.269921555191581,204.040549816947,5.73698264206417e-46,57.55,1.57,0.29,57.03,3.17,23_3_21,AU,-1,1,-1,0,5851769,1978642,7830411,0.7473131359260708,0.2526868640739292,41769,44093,16638,102500,0.40750243902439026,0.4301756097560976,0.1623219512195122
453,22242,55.3558620689655,0.09631333086788,574.747665459739,1.47515096177912e-58,57.82,1.42,0.26,57.49,2.26,23_3_21,AU,-1,0,NA,1,4563356,3126017,7689373,0.5934626919516065,0.40653730804839355,31493,45168,20358,97019,0.3246065203722982,0.46555829270555255,0.20983518692214928
454,27079,55.8985057471264,0.171308373401941,326.303406173683,1.12653905742652e-51,57.4,0.96,0.18,57.49,0.83,23_3_21,AU,-1,NA,NA,1,4097070,2539222,6636292,0.6173733765783663,0.38262662342163367,28208,54576,13939,96723,0.291636942609307,0.564250488508421,0.14411256888227206
455,27535,61.916,0.352637352965778,175.579811608921,3.83771441968068e-44,59.89,1.48,0.27,60.2,2.57,23_3_21,AU,-1,0,NA,0,2976507,1760144,4736651,0.628399052410659,0.3716009475893411,26738,44067,13972,84777,0.3153921464548168,0.5197990020878305,0.16480885145735283
456,23962,58.0576781609195,0.224605150674382,258.487741650626,7.65447686794079e-49,58.87,0.75,0.14,58.84,1.14,25_3_21,DB,-1,-1,-1,NA,4550878,2816080,7366958,0.6177418141925066,0.3822581858074934,35665,44160,18420,98245,0.363021018881368,0.4494885235889867,0.18749045752964527
457,28408,58.2087126436782,0.218687033382318,266.17358945976,3.37097391359725e-49,61.55,1.98,0.37,62.46,3.17,25_3_21,DB,-1,0,-1,1,3190071,1085015,4275086,0.7462004273130411,0.2537995726869588,37901,39256,15810,92967,0.4076822958684264,0.42225736013854376,0.17006034399302977
458,21157,61.4523218390805,0.244875261618841,250.953572985799,1.75173899168536e-48,66.06,2.69,0.5,66.68,5.34,25_3_21,DB,-1,NA,-1,1,6007647,3429667,9437314,0.6365844137431477,0.36341558625685233,32132,48601,25404,106137,0.30274079727145103,0.4579081752828891,0.23935102744565986
459,23064,66.4349425287356,0.215415371301751,308.403908817048,5.46525237531339e-51,67.13,0.69,0.13,67.14,0.91,25_3_21,DB,-1,0,-1,1,5591702,2380791,7972493,0.7013743379893842,0.29862566201061574,40814,41800,20855,103469,0.3944563105857793,0.4039857348577835,0.20155795455643719
460,25197,60.578091954023,0.547416464831372,110.661801107286,1.54645360787433e-38,62.51,1.81,0.34,62.01,0.6,25_3_21,DB,-1,NA,NA,1,1832104,1098197,2930301,0.625227237747931,0.37477276225206896,26249,31658,17747,75654,0.34696116530520527,0.41845771538847915,0.2345811193063156
461,26677,58.6738160919541,0.33679525338592,174.212122950326,4.77619820162919e-44,61.72,1.94,0.36,62.76,2.57,25_3_21,DB,-1,-1,NA,1,2499144,1534637,4033781,0.619553713996868,0.3804462860031321,40658,35742,20700,97100,0.4187229660144181,0.36809474768280126,0.21318228630278063
462,27533,60.4518850574713,0.22290135733326,271.204652051937,1.99590506513176e-49,62.06,1.08,0.2,62.31,2.11,25_3_21,DB,-1,1,NA,1,4197243,2637412,6834655,0.6141119046974572,0.3858880953025427,31306,48233,18465,98004,0.31943594139014736,0.4921533814946329,0.18841067711521978
463,28517,59.4544137931035,0.127986794863772,464.535531625635,5.72010285639191e-56,60.51,0.69,0.13,60.2,1.21,25_3_21,DB,-1,NA,NA,1,2978513,1888430,4866943,0.6119884699697531,0.3880115300302469,27835,49646,20615,98096,0.28375265046485076,0.5060960691567444,0.21015128037840483
464,24216,60.4209195402299,0.241809776697777,249.869630439907,1.97735267507882e-48,59.44,0.85,0.16,59.3,1.21,25_3_21,DB,-1,0,NA,1,3959760,2290603,6250363,0.6335248048793326,0.3664751951206674,32300,47075,14711,94086,0.34330293561209957,0.5003401143634547,0.15635695002444572
465,NA,63.1794942528735,0.205191840687513,307.904515312037,5.71888622532157e-51,66.9,2.18,0.41,66.38,4.14,25_3_21,DB,0,0,-1,1,5179581,2482857,7662438,0.6759703634796131,0.32402963652038685,33824,41718,25699,101241,0.3340938947659545,0.41206625774142885,0.2538398474926166
466,23868,57.576367816092,0.225604118123744,255.209737725228,1.09407670820169e-48,60.36,1.69,0.31,59.45,3.24,30_3_21,DB,0,1,NA,1,2400856,1779073,4179929,0.5743772202829283,0.42562277971707174,14502,51906,19351,85759,0.1691017852353689,0.605254259028207,0.22564395573642418
467,24848,58.0942758620689,0.152586252916649,380.730732628995,1.50058057191514e-53,60.17,1.25,0.23,59.75,1.43,30_3_21,DB,-1,NA,NA,1,2839116,1229820,4068936,0.6977539091300526,0.3022460908699473,30568,44989,9348,84905,0.36002591131264355,0.5298745656910665,0.11009952299628997
468,31252,55.8968505747126,0.48783245029427,114.582067144149,5.84667587432968e-39,58.69,2.04,0.38,58.24,3.84,30_3_21,DB,-1,NA,-1,1,4377554,2237655,6615209,0.6617408459808299,0.33825915401917006,37371,37672,21356,96399,0.38766999657672796,0.3907924356061785,0.22153756781709355
469,NA,59.7892105263158,0.127253613239066,469.842930227782,2.95308727932837e-38,63.11,1.89,0.43,62.91,3.46,30_3_21,DB,0,NA,NA,NA,3133050,2074250,5207300,0.6016649703301135,0.3983350296698865,31268,41574,21566,94408,0.33120074569951696,0.4403652232861622,0.22843403101432083
470,24358,58.482183908046,0.0447866381584991,1305.7953513072,1.54916207022885e-68,60.39,1.09,0.2,60.5,1.51,30_3_21,DB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
471,30409,61.250367816092,0.221427748554578,276.615592291022,1.14815338638019e-49,63.07,1.18,0.22,63.67,2.41,30_3_21,DB,-1,0,-1,0,3672684,2300726,5973410,0.6148387604400166,0.3851612395599833,26279,37822,28982,93083,0.28231793130861704,0.4063255374235897,0.3113565312677933
472,25620,63.3125287356322,0.234188583694791,270.348484698746,2.18059572106616e-49,64.17,0.78,0.15,64.42,0.9,30_3_21,DB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
473,21704,61.2803218390804,0.108206013958068,566.33009199311,2.22963470421168e-58,63.15,1.1,0.2,62.91,1.36,30_3_21,DB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474,26438,60.846091954023,0.113672330462582,535.276189961217,1.08128560077233e-57,63.41,1.48,0.28,63.06,2.63,30_3_21,DB,-1,NA,1,1,3303500,3373498,6676998,0.4947582731041705,0.5052417268958296,33324,38813,24041,96178,0.3464825635800287,0.40355382727858763,0.24996360914138369
475,21951,60.3728275862069,0.163600003297102,369.027056048208,3.59632147070613e-53,63.55,1.85,0.34,63.06,2.94,30_3_21,DB,-1,1,-1,0,3663341,2105814,5769155,0.6349874461684597,0.3650125538315403,27992,48492,17700,94184,0.2972054701435488,0.5148645205130383,0.1879300093434129
476,NA,63.9502298850575,0.803372028881663,79.6022609525995,1.52360021382951e-34,64.79,2.16,0.4,64.72,3.23,1_4_21,DB,1,0,NA,1,3169242,2125970,5295212,0.5985108811507452,0.40148911884925476,24602,46121,17780,88503,0.2779792775386145,0.5211235777318283,0.2008971447295572
477,NA,59.0087126436782,0.186707268580603,316.049359472064,2.75366914262342e-51,61.13,1.3,0.24,60.8,1.43,1_4_21,DB,NA,NA,NA,NA,526484,400427,926911,0.56799843782197,0.43200156217803004,15077,21501,13343,49921,0.302017187155706,0.4307005068007452,0.2672823060435488
478,NA,62.8346896551724,0.148455720587575,423.255428665721,7.7429611294221e-55,65.98,1.83,0.34,65.63,2.27,1_4_21,DB,0,NA,NA,1,5896613,3190210,9086823,0.6489190996677277,0.35108090033227235,31289,59316,12905,103510,0.3022799729494735,0.5730460825041059,0.12467394454642064
479,18233,54.125540229885,0.373695405975834,144.838655665425,8.35779239716817e-42,63.94,5.66,1.05,65.03,8.37,1_4_21,DB,-1,1,NA,1,4931882,3389305,8321187,0.5926897208294922,0.40731027917050777,32251,48727,20860,101838,0.3166892515563935,0.4784756181386123,0.2048351303049942
480,22104,59.2105747126437,0.256430058140383,230.903409460012,1.80119679556071e-47,60.16,0.86,0.16,60.05,1.35,5_4_21,DB,-1,NA,NA,1,4162492,3088966,7251458,0.5740213899053128,0.4259786100946872,24239,48332,28173,100744,0.24059993647264352,0.47975065512586357,0.2796494084014929
481,20090,60.3917931034483,0.149449354986604,404.095374709792,2.8323070044065e-54,61.96,0.97,0.18,62.01,0.52,5_4_21,DB,-1,NA,-1,1,6255960,3315763,9571723,0.6535876560573264,0.3464123439426736,33813,48278,20892,102983,0.32833574473456784,0.4687958206694309,0.2028684345960013
482,20348,58.677908045977,0.11589894617191,506.285087001063,5.14032878246313e-57,61.14,1.43,0.27,60.95,1.73,5_4_21,DB,0,0,-1,0,4401611,2253328,6654939,0.6614051608887775,0.3385948391112225,42357,37084,20992,100433,0.421743849133253,0.36924118566606595,0.20901496520068105
484,21180,57.2903218390804,0.496227018178858,115.451839058128,4.7330283874497e-39,61.59,2.77,0.51,60.2,5.89,5_4_21,DB,0,1,-1,1,5140042,1932073,7072115,0.726804074877176,0.2731959251228239,45019,38009,16753,99781,0.45117807999518944,0.38092422405067095,0.16789769595413956
485,22302,58.5216551724138,0.0746978406943314,783.445071884853,2.52457965781288e-62,61.22,1.54,0.29,60.95,2.56,5_4_21,DB,-1,0,-1,1,4438292,3025196,7463488,0.5946672654930242,0.4053327345069758,33484,45334,22379,101197,0.330879373894483,0.4479777068490173,0.2211429192564997
486,22300,59.7231034482759,0.384236735770614,155.433090822243,1.1605699295343e-42,59.05,1.08,0.2,59.14,2.04,5_4_21,DB,-1,0,NA,0,4674980,2732906,7407886,0.6310815258226166,0.3689184741773834,29335,50004,22405,101744,0.288321670073911,0.4914687844000629,0.22020954552602612
